compound_id	smiles
id_240	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(COC7OC(C(O)CO)C(O)C(O)C7O)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_241	C[N+](C)(C)CC=CC(=O)O
id_242	CC=CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
id_243	N#CO
id_244	N=c1nc(O)c2c([nH]1)NC1OC3COP(=O)(O)OC3C(O)(O)C1N2
id_245	NC(CS)C(O)=NCC(=O)O
id_246	N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1
id_247	N=c1ccnc(O)[nH]1
id_248	CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(=O)O
id_249	CC(N)C(=O)O
id_250	CC(N)C(O)=NC(C)C(=O)O
id_251	OCC1OC(O)C(O)C(O)C1O
id_252	O=CC(O)C(O)C(O)C(O)COP(=O)(O)O
id_253	O=C(O)C(O)C(O)C(O)C(O)CO
id_254	O=CC(O)C(O)C(O)COP(=O)(O)O
id_255	C[N+](C)(C)CC(O)CC(=O)O
id_256	NC(CS)C(=O)O
id_257	O=CC(O)C(O)COP(=O)(O)O
id_258	OCC1OC(O)(CO)C(O)C1O
id_259	O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O
id_260	O=P(O)(O)OCC1(O)OC(CO)C(O)C1O
id_261	O=C(CO)C(O)C(O)C(O)COP(=O)(O)O
id_262	O=C(O)C1OC(O)(CO)C(O)C1O
id_263	O=C(O)C(O)C(O)C(O)C(O)C(=O)O
id_264	O=C(O)C1OC(O)C(O)C(O)C1O
id_265	NC1C(OP(=O)(O)O)OC(CO)C(O)C1O
id_266	NC1C(O)OC(COP(=O)(O)O)C(O)C1O
id_267	O=P(O)(O)OCC1OC(O)C(O)C(O)C1O
id_268	NC(CCC(=O)O)C(=O)O
id_269	O=CC(O)CO
id_270	O=C(O)C(CO)OP(=O)(O)O
id_271	O=P(O)(O)OCC(O)C1OC(OP(=O)(O)O)C(O)C(O)C1O
id_272	O=P(O)(O)OC1OC(C(O)CO)C(O)C(O)C1O
id_273	O=P(O)(O)OCC(O)C1OC(O)C(O)C(O)C1O
id_274	CC(O)C=O
id_275	CC(O)C(=O)O
id_276	O=C(O)CC(O)C(=O)O
id_277	O=P(O)(O)OCC(O)C(O)C(O)C(O)CO
id_278	OCC1OC(O)C(O)C1O
id_279	O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C1O
id_280	O=C(CO)C(O)C(O)COP(=O)(O)O
id_281	NC(CO)C(=O)O
id_282	OC1COC(O)C(O)C1O
id_283	O=C(CO)C(O)C(O)CO
id_284	O=P(O)(O)OCC(O)C(O)c1cnc[nH]1
id_285	O=C(O)C(O)C(O)C(=O)O
id_286	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1
id_287	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1
id_288	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
id_289	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(O)n1
id_290	N=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(O)n1
id_291	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(O)n1
id_292	N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
id_293	N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)O)O3)c2[nH]1
id_294	N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
id_295	O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)CC1O
id_296	O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)CC1O
id_297	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O
id_298	CC(O)=NC1C(C)OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cc(C)c(O)nc3=O)CC2O)C(O)C1O
id_299	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(N)C(O)C3O)O2)c(=O)nc1O
id_300	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1O
id_301	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(O)C3O)O2)c(=O)nc1O
id_302	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)nc1O
id_303	Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)nc1O
id_304	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O
id_305	O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1
id_306	O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)O)O1
id_307	O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
id_308	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O
id_309	CCCCCCCCCC(=O)O
id_310	CCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
id_311	N=CC(=O)O
id_312	Nc1ncnc2c1ncn2C1CC(O)C(CO)O1
id_313	N=c1ccn(C2CC(O)C(CO)O2)c(O)n1
id_314	N=c1nc(O)c2ncn(C3CC(O)C(CO)O3)c2[nH]1
id_315	OCC1OC(n2cnc3c(O)ncnc32)CC1O
id_316	O=c1nc(O)ccn1C1CC(O)C(CO)O1
id_317	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(O)=NCCC(O)=NCCS
id_318	CC1N=C(O)NC1CCCCCC(=O)O
id_319	CC(O)=NC1C(O)OC(CO)C(OC2OC(COP(=O)(O)O)C(O)C(O)C2N=C(C)O)C1O
id_320	N=c1nc(O)c2c([nH]1)NCC(C(O)C(O)CO)=N2
id_321	N=c1nc(O)c2c([nH]1)NCC(C(O)C(O)COP(=O)(O)O)=N2
id_322	N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)O)cc1)=N2
id_323	CC1(CC(=O)O)C2=Cc3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)C=C3NC(=CC(=N2)C1CCC(=O)O)C(C)(CC(=O)O)C3CCC(=O)O
id_324	O=C(CO)CO
id_325	O=C(CO)COP(=O)(O)O
id_326	CC(C)=CCOP(=O)(O)OP(=O)(O)O
id_327	O=P(O)(O)OP(=O)(O)O
id_328	CCCCCCCCCCCC(=O)O
id_329	CCCCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
id_330	O=C1OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC1N=C(O)c1cccc(O)c1O
id_331	CCS(=O)(=O)O
id_332	CCO
id_333	NCCO
id_334	Cc1cc2nc3c(O)nc(=O)[nH]c3[n+](CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C
id_335	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
id_336	O=C(O)C(COC(=O)C(COC(=O)C(CO)N=C(O)c1cccc(O)c1O)N=C(O)c1cccc(O)c1O)N=C(O)c1cccc(O)c1O
id_337	CC(=O)N([O-])CCCC1N=C(O)CN=C(O)CN=C(O)CN=C(O)C(CCCN([O-])C(C)=O)N=C(O)C(CCCN([O-])C(C)=O)N=C1O
id_338	CC(=O)N(O)CCCC1N=C(O)C(CCCN(O)C(C)=O)N=C(O)C(CCCN(O)C=O)N=C(O)CN=C(O)CN=C(O)CN=C1O
id_339	CC(=O)N([O-])CCCCCN=C(O)CCC(=O)N([O-])CCCCCN=C(O)CCC(=O)N([O-])CCCCCN
id_340	Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C
id_341	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc(O)nc(O)c1N2
id_342	C=O
id_343	O=CO
id_344	NC(CCCCNCC(=O)C(O)C(O)C(O)CO)C(=O)O
id_345	O=C(O)C=CC(=O)O
id_346	N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1
id_347	N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2[nH]1
id_348	N=c1nc(O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
id_349	N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1
id_350	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_351	NC(CCC(O)=NC(CS)C(=O)O)C(=O)O
id_352	NC(CCC(O)=NCCCC(=O)O)C(=O)O
id_353	NC(CCC(O)=NCCCC=O)C(=O)O
id_354	NCCCCN=C(O)CCC(N)C(=O)O
id_355	CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
id_356	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_357	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_358	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_359	NCCCCNCCCN=C(O)CN=C(O)C(CS)N=C(O)CCC(N)C(=O)O
id_360	O=CC(O)COP(=O)(O)O
id_361	OCC(O)CO
id_362	O=P(O)(O)OC(CO)CO
id_363	O=P(O)(O)OCC(O)CO
id_364	O=P(O)(OCC(O)CO)OCC(O)CO
id_365	NC(COP(=O)(O)OCC(O)CO)C(=O)O
id_366	NCC(=O)O
id_367	OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
id_368	O=CCO
id_369	O=C(O)CO
id_370	O=CC(=O)O
id_371	N=c1nc(O)c2nc[nH]c2[nH]1
id_372	N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1
id_373	N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C3O)c2[nH]1
id_374	N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C3O)c2[nH]1
id_375	C=CC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5CCC(=O)O)c(CCC(=O)O)c4C)c(C)c3C(O)CCC=C(C)CCC=C(C)CCC=C(C)C
id_376	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(O)C(OC4OC(C(O)CO)C(O)C(O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_377	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(O)C(O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_378	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_379	CCCCCCCCCCCCCCCC(=O)O
id_380	CCCCCCC=CCCCCCCCC(=O)O
id_381	CCCCCC(=O)O
id_382	CCCCCC(=O)SC
id_383	CCCCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
id_384	O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O
id_385	NC(CCC(O)=NC(CSCO)C(O)=NCC(=O)O)C(=O)O
id_386	O=C(O)C(=O)CO
id_387	Oc1ncnc2[nH]cnc12
id_388	O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
id_389	O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
id_390	O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
id_391	N=C(CC(=O)O)C(=O)O
id_392	c1ccc2[nH]ccc2c1
id_393	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_394	O=P(O)(O)OP(=O)(O)OP(=O)(O)O
id_395	OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
id_396	O=S(=O)(O)CCO
id_397	C=C(OC1C=CC=C(C(=O)O)C1O)C(=O)O
id_398	O=C(O)CC(C(=O)O)C(O)C(=O)O
id_399	C=C(C)CCOP(=O)(O)OP(=O)(O)O
id_400	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(O)C(C(O)CO)O2)C1OP(=O)(O)O
id_401	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(COC2OC(COC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(O)C(C(O)CO)O3)C(OP(=O)(O)O)C(OC(=O)CC(O)CCCCCCCCCCC)C2N=C(O)CC(O)CCCCCCCCCCC)OC(OP(=O)(O)O)C1N=C(O)CC(O)CCCCCCCCCCC
id_402	CCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(O)=NC1C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(O)C(C(O)CO)O2)C(OP(=O)(O)O)C1OC(=O)CC(O)CCCCCCCCCCC
id_403	CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(O)=NC1C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(O)C(C(O)CO)O2)C(OP(=O)(O)O)C1OC(=O)CC(O)CCCCCCCCCCC
id_404	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(COC2OC(COC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(OP(=O)(O)O)C(OC(=O)CC(O)CCCCCCCCCCC)C2N=C(O)CC(O)CCCCCCCCCCC)OC(OP(=O)(O)O)C1N=C(O)CC(O)CCCCCCCCCCC
id_405	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C(O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)O)CC(OC3(C(=O)O)CC(OC4(C(=O)O)CC(O)C(O)C(C(O)CO)O4)C(O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)(O)O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)(O)O)C(O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)(O)O
id_406	CC(=O)C(N)C(=O)O
id_407	CC(O)C(N)C(=O)O
id_408	N=C(N)NCCCC(N)C(=O)O
id_409	N=C(O)CC(N)C(=O)O
id_410	NC(CC(=O)O)C(=O)O
id_411	NC(CC=O)C(=O)O
id_412	N=C(O)NCCCC(N)C(=O)O
id_413	NC(CCSCC(N)C(=O)O)C(=O)O
id_414	CC1OC(O)C(O)C(O)C1O
id_415	CC(O)C(O)C(O)C(=O)COP(=O)(O)O
id_416	NC(C=O)CCC(=O)O
id_417	NC(CCC(=O)OP(=O)(O)O)C(=O)O
id_418	NC(CCC=O)C(=O)O
id_419	N=C(O)CCC(N)C(=O)O
id_420	NC(Cc1cnc[nH]1)C(=O)O
id_421	NC(CO)Cc1cnc[nH]1
id_422	NC(COP(=O)(O)O)Cc1cnc[nH]1
id_423	NC(CCS)C(=O)O
id_424	NC(CCO)C(=O)O
id_425	CCC(C)C(N)C(=O)O
id_426	CC(C)CC(N)C(=O)O
id_427	NCCCCC(N)C(=O)O
id_428	CSCCC(N)C(=O)O
id_429	CS(=O)CCC(N)C(=O)O
id_430	NC(Cc1ccccc1)C(=O)O
id_431	O=C(O)C1CCCN1
id_432	O=C(O)CN=C(O)C1CCCN1
id_433	CC(O)C(O)C(O)C(=O)CO
id_434	NC(Cc1c[nH]c2ccccc12)C(=O)O
id_435	NC(Cc1ccc(O)cc1)C(=O)O
id_436	CC(C)C(N)C(=O)O
id_437	CC(N)C(O)=NC(CCC(=O)O)C(=O)O
id_438	CC(N)C(O)=NC(CCCC(N=C(O)CCC(N=C(O)C(C)N)C(=O)O)C(=O)O)C(=O)O
id_439	O=C1OC(C(O)COP(=O)(O)O)C(O)=C1O
id_440	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)C(N)CO)C(O)C1O
id_441	NC(CCCC(N)C(=O)O)C(=O)O
id_442	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
id_443	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OCC2OC(OP(=O)(O)O)C(N=C(O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)C1N=C(O)CC(O)CCCCCCCCCCC
id_444	O=C(O)CCCCC1CCSS1
id_445	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)CCCCC2CCSS2)C(O)C1O
id_446	O=CCC(=O)O
